You are using the default legacy behaviour of the <class 'transformers.models.t5.tokenization_t5.T5Tokenizer'>. If you see this, DO NOT PANIC! This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thouroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565
Parsed arguments:
 +---------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data_dir                                                | peft_type | task            | batch_size | epochs | lr    | seed | add_prefix | device | save_freq | num_virtual_tokens | balance | r | la | sep_tok |
+---------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data/datasets/entity_matching/structured/Walmart-Amazon | lora      | entity_matching | 16         | 200    | 0.001 | 1234 | False      | cuda   | 10        | 50                 | False   | 8 | 8  | .       |
+---------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+

Downloading (…)neration_config.json:   0%|          | 0.00/147 [00:00<?, ?B/s]
Downloading (…)neration_config.json: 100%|██████████| 147/147 [00:00<00:00, 40.0kB/s]trainable params: 294,912 || all params: 60,801,536 || trainable%: 0.4850403779272945
Epoch: 177 | Train Loss: 0.1508 | Val Loss: 0.1349 | Train Acc: 0.9059 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.458620071411133 secs
Epoch: 178 | Train Loss: 0.1525 | Val Loss: 0.1337 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.44838261604309 secs
Epoch: 179 | Train Loss: 0.1509 | Val Loss: 0.1340 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 25.4465012550354 secs
Epoch: 180 | Train Loss: 0.1523 | Val Loss: 0.1360 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.449212312698364 secs
Epoch: 181 | Train Loss: 0.1508 | Val Loss: 0.1340 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.49247169494629 secs
Epoch: 182 | Train Loss: 0.1517 | Val Loss: 0.1341 | Train Acc: 0.9058 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.399845600128174 secs
Epoch: 183 | Train Loss: 0.1505 | Val Loss: 0.1335 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 25.492568969726562 secs
Epoch: 184 | Train Loss: 0.1519 | Val Loss: 0.1338 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.519235610961914 secs
Epoch: 185 | Train Loss: 0.1511 | Val Loss: 0.1334 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.455087423324585 secs
Epoch: 186 | Train Loss: 0.1503 | Val Loss: 0.1333 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.449517011642456 secs
Epoch: 187 | Train Loss: 0.1509 | Val Loss: 0.1330 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0017 | Val F1: 0.0000 | Train Time: 25.39705777168274 secs
Epoch: 188 | Train Loss: 0.1492 | Val Loss: 0.1330 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 25.422551155090332 secs
Epoch: 189 | Train Loss: 0.1504 | Val Loss: 0.1334 | Train Acc: 0.9066 | Val Acc: 0.9058 | Train F1: 0.0069 | Val F1: 0.0000 | Train Time: 25.413527250289917 secs
Epoch: 190 | Train Loss: 0.1507 | Val Loss: 0.1327 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 25.459247827529907 secs
Epoch: 191 | Train Loss: 0.1503 | Val Loss: 0.1345 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.431025743484497 secs
Epoch: 192 | Train Loss: 0.1496 | Val Loss: 0.1329 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.5017569065094 secs
Epoch: 193 | Train Loss: 0.1495 | Val Loss: 0.1330 | Train Acc: 0.9066 | Val Acc: 0.9058 | Train F1: 0.0078 | Val F1: 0.0000 | Train Time: 25.456390619277954 secs
Epoch: 194 | Train Loss: 0.1487 | Val Loss: 0.1331 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0017 | Val F1: 0.0000 | Train Time: 25.519129991531372 secs
Epoch: 195 | Train Loss: 0.1527 | Val Loss: 0.1326 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.40252184867859 secs
Epoch: 196 | Train Loss: 0.1496 | Val Loss: 0.1328 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 25.467670917510986 secs
Epoch: 197 | Train Loss: 0.1480 | Val Loss: 0.1327 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 25.51594614982605 secs
Epoch: 198 | Train Loss: 0.1487 | Val Loss: 0.1328 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0012 | Val F1: 0.0000 | Train Time: 25.4120774269104 secs
Epoch: 199 | Train Loss: 0.1509 | Val Loss: 0.1327 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.3892502784729 secs
The predictive performance on test data of Walmart-Amazon is: {'precision': 0.0, 'recall': 0.0, 'accuracy': 0.9058077110785749, 'f1': 0.0}
You are using the default legacy behaviour of the <class 'transformers.models.t5.tokenization_t5.T5Tokenizer'>. If you see this, DO NOT PANIC! This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thouroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565
Parsed arguments:
 +---------------------------------------------------------+-----------+-----------------+------------+--------+-----+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data_dir                                                | peft_type | task            | batch_size | epochs | lr  | seed | add_prefix | device | save_freq | num_virtual_tokens | balance | r | la | sep_tok |
+---------------------------------------------------------+-----------+-----------------+------------+--------+-----+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data/datasets/entity_matching/structured/Walmart-Amazon | prompt    | entity_matching | 16         | 200    | 0.2 | 1234 | False      | cuda   | 10        | 50                 | False   | 8 | 8  | .       |
+---------------------------------------------------------+-----------+-----------------+------------+--------+-----+------+------------+--------+-----------+--------------------+---------+---+----+---------+
trainable params: 51,200 || all params: 60,557,824 || trainable%: 0.08454729152751592
Epoch: 0 | Train Loss: 0.3220 | Val Loss: 0.1553 | Train Acc: 0.8896 | Val Acc: 0.9058 | Train F1: 0.0003 | Val F1: 0.0000 | Train Time: 34.203075647354126 secs
Epoch: 1 | Train Loss: 0.1823 | Val Loss: 0.1589 | Train Acc: 0.9040 | Val Acc: 0.9058 | Train F1: 0.0008 | Val F1: 0.0000 | Train Time: 33.55286717414856 secs
Epoch: 2 | Train Loss: 0.1727 | Val Loss: 0.1550 | Train Acc: 0.9051 | Val Acc: 0.9058 | Train F1: 0.0051 | Val F1: 0.0000 | Train Time: 33.62605094909668 secs
Epoch: 3 | Train Loss: 0.1742 | Val Loss: 0.1617 | Train Acc: 0.9049 | Val Acc: 0.9058 | Train F1: 0.0003 | Val F1: 0.0000 | Train Time: 33.56221675872803 secs
Epoch: 4 | Train Loss: 0.1753 | Val Loss: 0.1565 | Train Acc: 0.9048 | Val Acc: 0.9058 | Train F1: 0.0003 | Val F1: 0.0000 | Train Time: 33.78569293022156 secs
Epoch: 5 | Train Loss: 0.1753 | Val Loss: 0.1584 | Train Acc: 0.9054 | Val Acc: 0.9058 | Train F1: 0.0005 | Val F1: 0.0000 | Train Time: 34.072131395339966 secs
Epoch: 6 | Train Loss: 0.1746 | Val Loss: 0.1558 | Train Acc: 0.9046 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 34.40300250053406 secs
Epoch: 7 | Train Loss: 0.1716 | Val Loss: 0.1572 | Train Acc: 0.9054 | Val Acc: 0.9058 | Train F1: 0.0015 | Val F1: 0.0000 | Train Time: 33.990955114364624 secs
Epoch: 8 | Train Loss: 0.1721 | Val Loss: 0.1615 | Train Acc: 0.9058 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 34.195878744125366 secs
Epoch: 9 | Train Loss: 0.1691 | Val Loss: 0.1523 | Train Acc: 0.9058 | Val Acc: 0.9058 | Train F1: 0.0007 | Val F1: 0.0000 | Train Time: 34.089755058288574 secs
Epoch: 10 | Train Loss: 0.1684 | Val Loss: 0.1512 | Train Acc: 0.9049 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 34.13472819328308 secs
Epoch: 11 | Train Loss: 0.1661 | Val Loss: 0.1413 | Train Acc: 0.9056 | Val Acc: 0.9058 | Train F1: 0.0006 | Val F1: 0.0000 | Train Time: 34.14918613433838 secs
Epoch: 12 | Train Loss: 0.1631 | Val Loss: 0.1506 | Train Acc: 0.9043 | Val Acc: 0.9058 | Train F1: 0.0065 | Val F1: 0.0000 | Train Time: 34.183391094207764 secs
Epoch: 13 | Train Loss: 0.1478 | Val Loss: 0.1770 | Train Acc: 0.9019 | Val Acc: 0.9058 | Train F1: 0.0328 | Val F1: 0.0000 | Train Time: 34.041932106018066 secs
Epoch: 14 | Train Loss: 0.1429 | Val Loss: 0.1389 | Train Acc: 0.9010 | Val Acc: 0.9165 | Train F1: 0.0512 | Val F1: 0.2332 | Train Time: 34.06667995452881 secs
Saving model with validation F1: 0.23318385650224216 at epoch: 14
Epoch: 15 | Train Loss: 0.1391 | Val Loss: 0.1153 | Train Acc: 0.9023 | Val Acc: 0.9248 | Train F1: 0.1020 | Val F1: 0.4934 | Train Time: 33.83387303352356 secs
Saving model with validation F1: 0.4934210526315789 at epoch: 15
Epoch: 16 | Train Loss: 0.1388 | Val Loss: 0.1620 | Train Acc: 0.9028 | Val Acc: 0.9170 | Train F1: 0.1416 | Val F1: 0.2521 | Train Time: 34.28874468803406 secs
Epoch: 17 | Train Loss: 0.1317 | Val Loss: 0.1111 | Train Acc: 0.9082 | Val Acc: 0.9234 | Train F1: 0.2262 | Val F1: 0.4714 | Train Time: 33.94925355911255 secs
Epoch: 18 | Train Loss: 0.1259 | Val Loss: 0.1617 | Train Acc: 0.9093 | Val Acc: 0.9204 | Train F1: 0.2642 | Val F1: 0.2944 | Train Time: 34.030760288238525 secs
Epoch: 19 | Train Loss: 0.1188 | Val Loss: 0.1140 | Train Acc: 0.9131 | Val Acc: 0.9248 | Train F1: 0.3418 | Val F1: 0.5625 | Train Time: 33.82163071632385 secs
Saving model with validation F1: 0.5625 at epoch: 19
Epoch: 20 | Train Loss: 0.1145 | Val Loss: 0.1316 | Train Acc: 0.9199 | Val Acc: 0.9283 | Train F1: 0.4557 | Val F1: 0.5212 | Train Time: 34.09881401062012 secs
Epoch: 21 | Train Loss: 0.1114 | Val Loss: 0.1329 | Train Acc: 0.9176 | Val Acc: 0.9287 | Train F1: 0.4425 | Val F1: 0.4710 | Train Time: 34.235220432281494 secs
Epoch: 22 | Train Loss: 0.1165 | Val Loss: 0.1243 | Train Acc: 0.9176 | Val Acc: 0.9322 | Train F1: 0.4325 | Val F1: 0.4982 | Train Time: 34.75279259681702 secs
Epoch: 23 | Train Loss: 0.1126 | Val Loss: 0.1050 | Train Acc: 0.9173 | Val Acc: 0.9287 | Train F1: 0.4283 | Val F1: 0.5944 | Train Time: 35.25572967529297 secs
Saving model with validation F1: 0.5944444444444444 at epoch: 23
Epoch: 24 | Train Loss: 0.1065 | Val Loss: 0.0899 | Train Acc: 0.9258 | Val Acc: 0.9429 | Train F1: 0.5180 | Val F1: 0.6378 | Train Time: 34.218148946762085 secs
Saving model with validation F1: 0.6377708978328174 at epoch: 24
Epoch: 25 | Train Loss: 0.1069 | Val Loss: 0.0852 | Train Acc: 0.9253 | Val Acc: 0.9405 | Train F1: 0.5070 | Val F1: 0.6592 | Train Time: 34.01292610168457 secs
Saving model with validation F1: 0.659217877094972 at epoch: 25
Epoch: 26 | Train Loss: 0.1031 | Val Loss: 0.0937 | Train Acc: 0.9274 | Val Acc: 0.9429 | Train F1: 0.5344 | Val F1: 0.6486 | Train Time: 34.10017156600952 secs
Epoch: 27 | Train Loss: 0.1005 | Val Loss: 0.1027 | Train Acc: 0.9287 | Val Acc: 0.9405 | Train F1: 0.5503 | Val F1: 0.6391 | Train Time: 34.107900857925415 secs
Epoch: 28 | Train Loss: 0.1001 | Val Loss: 0.0897 | Train Acc: 0.9285 | Val Acc: 0.9380 | Train F1: 0.5525 | Val F1: 0.6667 | Train Time: 34.015077352523804 secs
Saving model with validation F1: 0.6666666666666667 at epoch: 28
Epoch: 29 | Train Loss: 0.0990 | Val Loss: 0.0811 | Train Acc: 0.9294 | Val Acc: 0.9429 | Train F1: 0.5544 | Val F1: 0.6777 | Train Time: 33.93629455566406 secs
Saving model with validation F1: 0.6776859504132231 at epoch: 29
Epoch: 30 | Train Loss: 0.0959 | Val Loss: 0.0988 | Train Acc: 0.9285 | Val Acc: 0.9468 | Train F1: 0.5614 | Val F1: 0.6895 | Train Time: 34.00521731376648 secs
Saving model with validation F1: 0.6894586894586894 at epoch: 30
Epoch: 31 | Train Loss: 0.0956 | Val Loss: 0.0854 | Train Acc: 0.9294 | Val Acc: 0.9439 | Train F1: 0.5711 | Val F1: 0.6883 | Train Time: 33.88640356063843 secs
Epoch: 32 | Train Loss: 0.0907 | Val Loss: 0.0982 | Train Acc: 0.9333 | Val Acc: 0.9248 | Train F1: 0.5884 | Val F1: 0.6593 | Train Time: 34.21069002151489 secs
Epoch: 33 | Train Loss: 0.0928 | Val Loss: 0.0927 | Train Acc: 0.9323 | Val Acc: 0.9322 | Train F1: 0.5881 | Val F1: 0.6790 | Train Time: 34.03858399391174 secs
Epoch: 34 | Train Loss: 0.0910 | Val Loss: 0.0839 | Train Acc: 0.9342 | Val Acc: 0.9439 | Train F1: 0.5968 | Val F1: 0.7174 | Train Time: 34.060685873031616 secs
Saving model with validation F1: 0.7174447174447175 at epoch: 34
Epoch: 35 | Train Loss: 0.0911 | Val Loss: 0.0857 | Train Acc: 0.9336 | Val Acc: 0.9346 | Train F1: 0.5984 | Val F1: 0.6912 | Train Time: 34.121641874313354 secs
Epoch: 36 | Train Loss: 0.0872 | Val Loss: 0.0938 | Train Acc: 0.9378 | Val Acc: 0.9370 | Train F1: 0.6255 | Val F1: 0.6979 | Train Time: 34.02974462509155 secs
Epoch: 37 | Train Loss: 0.0887 | Val Loss: 0.0817 | Train Acc: 0.9385 | Val Acc: 0.9531 | Train F1: 0.6316 | Val F1: 0.7419 | Train Time: 34.0106418132782 secs
Saving model with validation F1: 0.7419354838709677 at epoch: 37
Epoch: 38 | Train Loss: 0.0828 | Val Loss: 0.0855 | Train Acc: 0.9412 | Val Acc: 0.9375 | Train F1: 0.6559 | Val F1: 0.6967 | Train Time: 33.94758486747742 secs
Epoch: 39 | Train Loss: 0.0846 | Val Loss: 0.0777 | Train Acc: 0.9396 | Val Acc: 0.9453 | Train F1: 0.6352 | Val F1: 0.7346 | Train Time: 34.00124216079712 secs
Epoch: 40 | Train Loss: 0.0804 | Val Loss: 0.0802 | Train Acc: 0.9463 | Val Acc: 0.9453 | Train F1: 0.6790 | Val F1: 0.7268 | Train Time: 34.10421538352966 secs
Epoch: 41 | Train Loss: 0.0792 | Val Loss: 0.0958 | Train Acc: 0.9432 | Val Acc: 0.9336 | Train F1: 0.6647 | Val F1: 0.7018 | Train Time: 33.995121717453 secs
Epoch: 42 | Train Loss: 0.0761 | Val Loss: 0.1172 | Train Acc: 0.9478 | Val Acc: 0.9122 | Train F1: 0.6969 | Val F1: 0.6578 | Train Time: 34.25692582130432 secs
Epoch: 43 | Train Loss: 0.0772 | Val Loss: 0.0974 | Train Acc: 0.9440 | Val Acc: 0.9214 | Train F1: 0.6749 | Val F1: 0.6747 | Train Time: 33.96359133720398 secs
Epoch: 44 | Train Loss: 0.0775 | Val Loss: 0.0915 | Train Acc: 0.9458 | Val Acc: 0.9395 | Train F1: 0.6801 | Val F1: 0.7207 | Train Time: 33.92468857765198 secs
Epoch: 45 | Train Loss: 0.0753 | Val Loss: 0.1080 | Train Acc: 0.9474 | Val Acc: 0.9253 | Train F1: 0.6938 | Val F1: 0.6819 | Train Time: 33.956857681274414 secs
Epoch: 46 | Train Loss: 0.0760 | Val Loss: 0.1110 | Train Acc: 0.9499 | Val Acc: 0.9229 | Train F1: 0.7078 | Val F1: 0.6749 | Train Time: 34.08224058151245 secs
Epoch: 47 | Train Loss: 0.0746 | Val Loss: 0.1042 | Train Acc: 0.9492 | Val Acc: 0.9336 | Train F1: 0.7040 | Val F1: 0.7031 | Train Time: 34.00409197807312 secs
Epoch: 48 | Train Loss: 0.0756 | Val Loss: 0.0808 | Train Acc: 0.9461 | Val Acc: 0.9453 | Train F1: 0.6886 | Val F1: 0.7295 | Train Time: 33.878669023513794 secs
Epoch: 49 | Train Loss: 0.0709 | Val Loss: 0.0769 | Train Acc: 0.9510 | Val Acc: 0.9488 | Train F1: 0.7184 | Val F1: 0.7470 | Train Time: 34.20671200752258 secs
Saving model with validation F1: 0.7469879518072289 at epoch: 49
Epoch: 50 | Train Loss: 0.0731 | Val Loss: 0.0866 | Train Acc: 0.9478 | Val Acc: 0.9419 | Train F1: 0.6963 | Val F1: 0.7252 | Train Time: 33.9426634311676 secs
Epoch: 51 | Train Loss: 0.0723 | Val Loss: 0.0926 | Train Acc: 0.9495 | Val Acc: 0.9356 | Train F1: 0.7064 | Val F1: 0.7130 | Train Time: 34.07245874404907 secs
Epoch: 52 | Train Loss: 0.0701 | Val Loss: 0.0803 | Train Acc: 0.9530 | Val Acc: 0.9478 | Train F1: 0.7291 | Val F1: 0.7422 | Train Time: 33.94063878059387 secs
Epoch: 53 | Train Loss: 0.0717 | Val Loss: 0.0898 | Train Acc: 0.9500 | Val Acc: 0.9400 | Train F1: 0.7057 | Val F1: 0.7236 | Train Time: 34.10322856903076 secs
Epoch: 54 | Train Loss: 0.0709 | Val Loss: 0.0750 | Train Acc: 0.9504 | Val Acc: 0.9488 | Train F1: 0.7163 | Val F1: 0.7458 | Train Time: 34.02369570732117 secs
Epoch: 55 | Train Loss: 0.0689 | Val Loss: 0.0818 | Train Acc: 0.9515 | Val Acc: 0.9356 | Train F1: 0.7178 | Val F1: 0.7093 | Train Time: 33.9704430103302 secs
Epoch: 56 | Train Loss: 0.0665 | Val Loss: 0.0902 | Train Acc: 0.9520 | Val Acc: 0.9414 | Train F1: 0.7266 | Val F1: 0.7260 | Train Time: 34.205411195755005 secs
Epoch: 57 | Train Loss: 0.0688 | Val Loss: 0.1177 | Train Acc: 0.9539 | Val Acc: 0.9234 | Train F1: 0.7307 | Val F1: 0.6828 | Train Time: 33.96063733100891 secs
Epoch: 58 | Train Loss: 0.0696 | Val Loss: 0.0933 | Train Acc: 0.9518 | Val Acc: 0.9385 | Train F1: 0.7234 | Val F1: 0.7225 | Train Time: 34.13598942756653 secs
Epoch: 59 | Train Loss: 0.0702 | Val Loss: 0.0886 | Train Acc: 0.9504 | Val Acc: 0.9463 | Train F1: 0.7098 | Val F1: 0.7477 | Train Time: 35.27521347999573 secs
Saving model with validation F1: 0.7477064220183487 at epoch: 59
Epoch: 60 | Train Loss: 0.0679 | Val Loss: 0.1016 | Train Acc: 0.9570 | Val Acc: 0.9341 | Train F1: 0.7505 | Val F1: 0.7122 | Train Time: 34.09527635574341 secs
Epoch: 61 | Train Loss: 0.0664 | Val Loss: 0.1069 | Train Acc: 0.9551 | Val Acc: 0.9327 | Train F1: 0.7401 | Val F1: 0.7076 | Train Time: 34.036054849624634 secs
Epoch: 62 | Train Loss: 0.0675 | Val Loss: 0.0952 | Train Acc: 0.9548 | Val Acc: 0.9346 | Train F1: 0.7416 | Val F1: 0.7149 | Train Time: 34.04244351387024 secs
Epoch: 63 | Train Loss: 0.0649 | Val Loss: 0.0961 | Train Acc: 0.9552 | Val Acc: 0.9292 | Train F1: 0.7447 | Val F1: 0.6985 | Train Time: 33.863322496414185 secs
Epoch: 64 | Train Loss: 0.0618 | Val Loss: 0.0900 | Train Acc: 0.9572 | Val Acc: 0.9395 | Train F1: 0.7535 | Val F1: 0.7207 | Train Time: 33.896275758743286 secs
Epoch: 65 | Train Loss: 0.0639 | Val Loss: 0.0816 | Train Acc: 0.9546 | Val Acc: 0.9444 | Train F1: 0.7405 | Val F1: 0.7397 | Train Time: 33.92579936981201 secs
Epoch: 66 | Train Loss: 0.0619 | Val Loss: 0.0899 | Train Acc: 0.9570 | Val Acc: 0.9429 | Train F1: 0.7560 | Val F1: 0.7359 | Train Time: 34.027116775512695 secs
Epoch: 67 | Train Loss: 0.0630 | Val Loss: 0.1032 | Train Acc: 0.9531 | Val Acc: 0.9244 | Train F1: 0.7328 | Val F1: 0.6843 | Train Time: 34.15596890449524 secs
Epoch: 68 | Train Loss: 0.0631 | Val Loss: 0.1088 | Train Acc: 0.9564 | Val Acc: 0.9273 | Train F1: 0.7528 | Val F1: 0.6928 | Train Time: 33.894288539886475 secs
Epoch: 69 | Train Loss: 0.0649 | Val Loss: 0.0922 | Train Acc: 0.9538 | Val Acc: 0.9429 | Train F1: 0.7375 | Val F1: 0.7359 | Train Time: 34.17569136619568 secs
Epoch: 70 | Train Loss: 0.0624 | Val Loss: 0.0976 | Train Acc: 0.9595 | Val Acc: 0.9356 | Train F1: 0.7692 | Val F1: 0.7167 | Train Time: 33.92337489128113 secs
Epoch: 71 | Train Loss: 0.0600 | Val Loss: 0.1012 | Train Acc: 0.9595 | Val Acc: 0.9351 | Train F1: 0.7705 | Val F1: 0.7188 | Train Time: 33.995108127593994 secs
Epoch: 72 | Train Loss: 0.0608 | Val Loss: 0.1080 | Train Acc: 0.9585 | Val Acc: 0.9278 | Train F1: 0.7654 | Val F1: 0.6955 | Train Time: 33.89921808242798 secs
Epoch: 73 | Train Loss: 0.0636 | Val Loss: 0.0964 | Train Acc: 0.9572 | Val Acc: 0.9361 | Train F1: 0.7558 | Val F1: 0.7219 | Train Time: 33.82552528381348 secs
Epoch: 74 | Train Loss: 0.0591 | Val Loss: 0.0751 | Train Acc: 0.9588 | Val Acc: 0.9502 | Train F1: 0.7660 | Val F1: 0.7617 | Train Time: 33.877928018569946 secs
Saving model with validation F1: 0.7616822429906543 at epoch: 74
Epoch: 75 | Train Loss: 0.0603 | Val Loss: 0.1027 | Train Acc: 0.9601 | Val Acc: 0.9224 | Train F1: 0.7734 | Val F1: 0.6851 | Train Time: 34.05964422225952 secs
Epoch: 76 | Train Loss: 0.0584 | Val Loss: 0.0973 | Train Acc: 0.9606 | Val Acc: 0.9356 | Train F1: 0.7788 | Val F1: 0.7155 | Train Time: 34.07172346115112 secs
Epoch: 77 | Train Loss: 0.0586 | Val Loss: 0.1052 | Train Acc: 0.9611 | Val Acc: 0.9317 | Train F1: 0.7773 | Val F1: 0.7083 | Train Time: 33.87368178367615 secs
Epoch: 78 | Train Loss: 0.0596 | Val Loss: 0.0825 | Train Acc: 0.9585 | Val Acc: 0.9478 | Train F1: 0.7641 | Val F1: 0.7540 | Train Time: 33.842540979385376 secs
Epoch: 79 | Train Loss: 0.0560 | Val Loss: 0.1362 | Train Acc: 0.9622 | Val Acc: 0.8995 | Train F1: 0.7887 | Val F1: 0.6348 | Train Time: 34.01072645187378 secs
Epoch: 80 | Train Loss: 0.0541 | Val Loss: 0.0812 | Train Acc: 0.9622 | Val Acc: 0.9439 | Train F1: 0.7895 | Val F1: 0.7404 | Train Time: 34.084205627441406 secs
Epoch: 81 | Train Loss: 0.0596 | Val Loss: 0.0875 | Train Acc: 0.9609 | Val Acc: 0.9414 | Train F1: 0.7786 | Val F1: 0.7333 | Train Time: 33.995566844940186 secs
Epoch: 82 | Train Loss: 0.0551 | Val Loss: 0.1115 | Train Acc: 0.9618 | Val Acc: 0.9292 | Train F1: 0.7826 | Val F1: 0.7071 | Train Time: 33.99822425842285 secs
Epoch: 83 | Train Loss: 0.0551 | Val Loss: 0.0836 | Train Acc: 0.9621 | Val Acc: 0.9492 | Train F1: 0.7880 | Val F1: 0.7626 | Train Time: 34.01323962211609 secs
Saving model with validation F1: 0.7625570776255708 at epoch: 83
Epoch: 84 | Train Loss: 0.0537 | Val Loss: 0.1009 | Train Acc: 0.9613 | Val Acc: 0.9258 | Train F1: 0.7832 | Val F1: 0.6935 | Train Time: 34.05869102478027 secs
Epoch: 85 | Train Loss: 0.0550 | Val Loss: 0.0945 | Train Acc: 0.9616 | Val Acc: 0.9317 | Train F1: 0.7858 | Val F1: 0.7083 | Train Time: 34.11462163925171 secs
Epoch: 86 | Train Loss: 0.0575 | Val Loss: 0.0930 | Train Acc: 0.9578 | Val Acc: 0.9370 | Train F1: 0.7626 | Val F1: 0.7238 | Train Time: 34.09551811218262 secs
Epoch: 87 | Train Loss: 0.0531 | Val Loss: 0.0970 | Train Acc: 0.9635 | Val Acc: 0.9400 | Train F1: 0.7952 | Val F1: 0.7355 | Train Time: 34.12811088562012 secs
Epoch: 88 | Train Loss: 0.0554 | Val Loss: 0.1103 | Train Acc: 0.9634 | Val Acc: 0.9292 | Train F1: 0.7934 | Val F1: 0.7059 | Train Time: 35.774348974227905 secs
Epoch: 89 | Train Loss: 0.0551 | Val Loss: 0.1030 | Train Acc: 0.9604 | Val Acc: 0.9336 | Train F1: 0.7769 | Val F1: 0.7190 | Train Time: 34.040881633758545 secs
Epoch: 90 | Train Loss: 0.0522 | Val Loss: 0.1037 | Train Acc: 0.9629 | Val Acc: 0.9317 | Train F1: 0.7912 | Val F1: 0.7095 | Train Time: 33.97788691520691 secs
Epoch: 91 | Train Loss: 0.0539 | Val Loss: 0.1142 | Train Acc: 0.9657 | Val Acc: 0.9327 | Train F1: 0.8066 | Val F1: 0.7137 | Train Time: 33.90761184692383 secs
Epoch: 92 | Train Loss: 0.0511 | Val Loss: 0.0912 | Train Acc: 0.9647 | Val Acc: 0.9390 | Train F1: 0.8029 | Val F1: 0.7289 | Train Time: 33.943960666656494 secs
Epoch: 93 | Train Loss: 0.0534 | Val Loss: 0.0839 | Train Acc: 0.9613 | Val Acc: 0.9414 | Train F1: 0.7828 | Val F1: 0.7368 | Train Time: 34.3560094833374 secs
Epoch: 94 | Train Loss: 0.0547 | Val Loss: 0.0869 | Train Acc: 0.9616 | Val Acc: 0.9419 | Train F1: 0.7839 | Val F1: 0.7373 | Train Time: 34.042548418045044 secs
Epoch: 95 | Train Loss: 0.0515 | Val Loss: 0.0887 | Train Acc: 0.9652 | Val Acc: 0.9409 | Train F1: 0.8029 | Val F1: 0.7317 | Train Time: 34.01110243797302 secs
Epoch: 96 | Train Loss: 0.0510 | Val Loss: 0.0973 | Train Acc: 0.9658 | Val Acc: 0.9341 | Train F1: 0.8084 | Val F1: 0.7122 | Train Time: 34.03439545631409 secs
